"Country","Year","WCR.med.m3perMWh","WCR.min.m3perMWh","WCR.max.m3perMWh"
"Rep. of Moldova",2011,10.8470203155202,10.6871169142067,11.0079378889734
"Mongolia",2011,2.52980121161376,1.93054613224868,3.48177922484127
"Montenegro",2011,3.39935194,3.03968672915663,3.94893612674699
"Morocco",2011,14.6756158150324,14.3342451479414,15.2899507846016
"Mozambique",2011,100.925650332799,100.925460671479,100.925839994118
"Myanmar",2011,50.2091164273693,50.2000006713904,50.2170991888204
"Namibia",2011,486.144174919161,486.136002052028,486.159287086993
"Nepal",2011,65.8327163890034,65.8326770018328,65.8327688431844
"Netherlands",2011,0.928643416610507,0.649732381431806,1.32195452900861
"Nicaragua",2011,9.47918984540795,8.64112465712343,10.1065236947803
"Niger",2011,1.5327298245614,1.08593333333333,2.3601298245614
"Nigeria",2011,97.4267106198269,97.3018419507435,97.5515792889103
"Norway",2011,12.6804556277234,12.6727411240814,12.6898446403392
"New Zealand",2011,6.47241179275928,5.40031387094061,6.63723418645972
"Oman",2011,0.0229296446923288,0.0179567084209564,0.0279845709060986
"Pakistan",2011,2.23406791592255,2.2002298961518,2.27540184314938
"Panama",2011,30.6044655939657,30.411673387369,30.963413924316
"Paraguay",2011,35.9018563969305,35.901849625911,35.9018691360194
"Peru",2011,34.0563905138457,33.959841144853,34.1855819609558
"Philippines",2011,2.75099600607575,1.62020744233977,2.92829320040615
"Poland",2011,4.7541886505289,4.14668990245494,5.68231174374924
"Portugal",2011,1.13723682231428,0.900438986124964,1.45115161026007
"Qatar",2011,0.021824,0.01724,0.026408
"Romania",2011,43.9616582885096,43.5991316213607,44.5063010485269
"Russian Federation",2011,26.7584400833725,26.4944878209065,27.1081910670134
"Saudi Arabia",2011,0.0485369915985876,0.0345560746490081,0.064498831223983
"Senegal",2011,41.9366067328467,41.6098784561092,42.5742834069184
"Serbia",2011,2.64950872795026,2.15566445852021,3.40300567872746
"Singapore",2011,0.112105200256433,0.0828276230006954,0.14640479452799
"Slovakia",2011,27.1595022953727,26.8252550905988,27.6696403764028
"Slovenia",2011,2.57170050955601,2.1995782510094,3.14337906363784
"South Africa",2011,3.55030550135714,3.09475982035096,4.38014413500255
"Spain",2011,1.47622693263667,1.24657772634905,1.82472498938049
"Srilanka",2011,26.2377665777355,26.1958221635992,26.2897562852325
"South Sudan",2011,NA,NA,NA
"Sudan",2011,379.108304893105,379.0233769688,379.274868961703
"Suriname",2011,37.8596387750538,37.7060466479395,38.1486091082163
"Sweden",2011,2.13863423813498,1.96539772817853,2.43020533218106
"Switzerland",2011,6.37254394259953,6.22561049456375,6.61884829561898
"Syria",2011,5.20434717569709,5.19373709734066,5.21630337273483
"Tajikistan",2011,34.9480598062569,34.9476642673975,34.9484553451164
"United Rep. of Tanzania",2011,14.1331798974854,14.0158176952206,14.2851807565248
"Thailand",2011,8.9494167457193,8.91613497183491,8.97987206884692
"Togo",2011,410.3165187625,410.2544375125,410.4382750125
"Trinidad",2011,0.490021896944825,0.325886548107615,0.655098176014592
"Tunisia",2011,2.09063328934958,1.93018549884221,2.25529033002364
"Turkey",2011,6.85054301567546,6.5821594513993,7.2038885841976
"Turkmenistan",2011,0.58536,0.41634,0.75438
"United Arab Emirates",2011,0.0224840549946034,0.0176678652773435,0.0273491916035385
"United Kingdom",2011,1.42740282940775,1.10935479123217,1.90682229112347
"Ukraine",2011,24.1040686207071,23.6651392485668,24.7535605927201
"Uruguay",2011,152.52940202936,152.389792977736,152.790795915671
"USA",2011,2.66992401550366,2.31906975807004,3.07255746260966
"Uzbekistan",2011,1.10635024022957,0.932364600505303,1.29626375284225
"Venezuela",2011,53.8748929784695,53.7938887402762,54.0066660911404
"Viet Nam",2011,26.5339150522335,26.3301507005442,26.820939205608
"Yemen",2011,0.0587892271994844,0.0412008507895585,0.0791193103448276
"Zambia",2011,494.474904561559,494.474433349174,494.475828722282
"Zimbabwe",2011,650.102370928362,649.897242132096,650.477363352111
"Albania",2012,5.7920252,5.7920252,5.7920252
"Algeria",2012,5.84307721970138,5.68148716447201,6.01107326827535
"Angola",2012,14.0789089371373,13.9373166740812,14.356605391038
"Argentina",2012,24.6073475820169,24.4372147665264,24.856132025122
"Armenia",2012,19.7826537943156,19.6044763727128,20.015960471767
"Australia",2012,3.71816470203681,3.54705288675692,3.95719568209109
"Austria",2012,7.38100515054199,7.25753041464953,7.56134361107392
"Azerbaijan",2012,13.5100689995998,13.3470570672873,13.6795008118497
"Bahrain",2012,0.021824,0.01724,0.026408
"Bangladesh",2012,17.9766407440803,17.9513646458269,18.0044083485363
"Belarus",2012,1.03297230199032,0.854022992597162,1.22085294032274
"Belgium",2012,1.44800366358489,1.17565341865888,1.87304567701904
"Benin",2012,1.7248,1.3636,2.4332
"Bolivia",2012,19.1921495064247,19.0710093302075,19.3251857993369
"Bosnia Herzegovina",2012,2.86662991580741,2.40772392944184,3.56761442795057
"Botswana",2012,1.5408,1.0976,2.3632
"Brazil",2012,50.6511873465521,50.5779768862029,50.7749924506373
"Brunei",2012,0.0759371183206107,0.057334631043257,0.094754403307888
"Bulgaria",2012,16.4884481158951,16.0373019750512,17.1778260099981
"Cambodia",2012,25.0457968063598,24.7620322917155,25.5560364569874
"Cameroon",2012,430.823343566631,430.741997320068,430.973410303785
"Canada",2012,15.1950683663837,15.0429163775617,15.3482398578819
"Chile",2012,2.04044043796098,1.76285792831954,2.51240511072552
"China",2012,2.00647662340197,1.52644518699881,2.76504656736763
"Colombia",2012,4.83487949941153,4.76889939129128,4.93463864439533
"Congo",2012,267.510635526915,267.448384542232,267.572886511597
"Dem. Rep. of the Congo",2012,493.433308477352,493.432074741146,493.435728130531
"Costa Rica",2012,45.6646340618862,44.5786411760989,45.8752392132524
"Côte d'Ivoire",2012,0.431220752565564,0.298122177879133,0.588765849486887
"Croatia",2012,3.10742208831613,2.89724070756299,3.40997568664249
"Cuba",2012,2.01031804548567,1.64867723693347,2.67434509942533
"Curaçao",2012,1.40738384615385,1.10295769230769,1.98013538461538
"Cyprus",2012,1.84102081831673,1.41566385414458,2.57547101971592
"Czechia",2012,7.5240617051637,7.02354605735661,8.29390132858221
"Denmark",2012,1.00321139401257,0.701007074935018,1.48664415255464
"Dominican Republic",2012,7.78243417154125,7.46844725285027,8.33442227512265
"Ecuador",2012,33.5203750867151,33.362406932034,33.8028294190126
"Egypt",2012,41.8392179991648,41.6632252737475,42.0678491870551
"El Salvador",2012,13.4166248348004,11.3675685737775,13.9987680045936
"Eritrea",2012,1.71519108635097,1.35600334261838,2.41964456824513
"Estonia",2012,1.78552986221108,1.17685344706944,2.69237884190524
"Ethiopia",2012,38.6426206396373,38.6420509984229,38.6437378429491
"Finland",2012,18.5992058031343,18.3143564892487,19.0648751059421
"France",2012,2.58164803653592,2.30997717912558,3.03198805742536
"North Macedonia",2012,2.35733883847972,1.83410956668157,3.15312524857234
"Gabon",2012,208.193306852495,208.072387998521,208.363321455083
"Georgia",2012,49.2241568826282,49.1810607052171,49.2672530600392
"Germany",2012,1.74508536933236,1.36926219428965,2.34749663262998
"Ghana",2012,1031.96787956437,1031.87349343663,1032.13445464754
"Gibraltar",2012,1.92552,1.48064,2.69368
"Greece",2012,2.08210516546154,1.70392688563411,2.67607024494119
"Guatemala",2012,29.5826641175262,29.1646976744492,30.0077833595774
"Haiti",2012,13.7505134130091,13.4387241221,14.3371180584636
"Honduras",2012,36.6654889764177,36.4394674583912,37.0901359403646
"China, Hong Kong SAR",2012,1.45011809190609,0.959709681340748,2.20042162218103
"Hungary",2012,2.53502197693374,2.16933969889129,3.07724586173235
"Iceland",2012,5.84430073288102,3.58834685288786,6.14125807973839
"India",2012,4.13424628272224,3.76355423622855,4.61799496361778
"Indonesia",2012,1.03437351657386,0.620782590687742,1.13219417882452
"Iran",2012,0.229902097937064,0.220880972608681,0.239910176874912
"Iraq",2012,7.00501777270981,6.98957369865183,7.02284343884045
"Ireland",2012,1.27476016085539,1.01881367745138,1.63663548765755
"Israel",2012,0.0918931800180944,0.0702869235541165,0.115850033501262
"Italy",2012,1.78811548330356,1.41837282001838,2.13619975092185
"Jamaica",2012,4.00140949890195,3.63640869850175,4.68812700765633
"Japan",2012,5.06823064296366,5.04132057765804,5.07526349746494
"Jordan",2012,0.302056064326344,0.284050466350928,0.322894736777537
"Kazakhstan",2012,67.1068547539589,66.5873302315115,67.8651096671752
"Kenya",2012,11.4101239954869,9.82772423956798,11.8000465241665
"Korea",2012,0.1799358493214,0.162869532222088,0.203926495371476
"Dem. People's Rep. of Korea",2012,46.7641058384279,46.5852588041173,47.0495564747349
"Kosovo",2012,1.8992734402423,1.25235168355376,2.88791776129228
"Kuwait",2012,0.0518914206368207,0.0367305051472349,0.0692820090974384
"Kyrgyzstan",2012,0.113908813291139,0.0756715466772152,0.170798390031646
"Latvia",2012,8.27261776036647,8.19235609018648,8.36673134557808
"Lebanon",2012,4.53827484592743,4.51854460230136,4.56126363697019
"Libya",2012,0.959018666666667,0.719821712618527,1.3353634194019
"Lithuania",2012,3.07948446725758,2.91421548450922,3.28460651365854
"Luxembourg",2012,3.63113625895992,3.50856672267488,3.76683348714959
"Malaysia",2012,3.44230587092372,3.39678148231967,3.48208365171118
"Malta",2012,1.91125067131648,1.46966751525719,2.6737181168265
"Mauritius",2012,14.669481890025,14.2712832486235,15.4234937598856
"Mexico",2012,6.80157719630672,6.43274399692385,7.15873826661932
"Rep. of Moldova",2012,8.40592244798345,8.24380855966908,8.56884543660807
"Mongolia",2012,2.47329077593854,1.87350768166944,3.42615410297342
"Montenegro",2012,3.62600763583685,3.30978073710267,4.10921618014065
"Morocco",2012,11.6147081573547,11.2828666457267,12.2027207736337
"Mozambique",2012,100.905903079553,100.905682085224,100.906124073882
"Myanmar",2012,47.6939931584383,47.6842343278382,47.7026649712411
"Namibia",2012,484.305402662934,484.296440277054,484.322381603895
"Nepal",2012,65.5192705038514,65.5189026463063,65.5197604010924
"Netherlands",2012,0.997807997531845,0.697824377248026,1.4319589145658
"Nicaragua",2012,9.41940542200198,8.16629040835773,10.0515945338849
"Niger",2012,1.56081403508772,1.12653333333333,2.37081403508772
"Nigeria",2012,88.2384173772827,88.1101099870227,88.3669785775473
"Norway",2012,12.8587933417945,12.8536392170645,12.8654565920332
"New Zealand",2012,6.14169868151025,5.04640150149804,6.31954962561946
"Oman",2012,0.0229641095255226,0.0179790494463765,0.0280337153135868
"Pakistan",2012,2.30944015585514,2.27596171601118,2.35064372110871
"Panama",2012,36.2306956859235,36.0754361741253,36.5177324719284
"Paraguay",2012,35.9007498506875,35.9007304177996,35.900786411989
"Peru",2012,33.0458676856799,32.9495430901183,33.1685176929355
"Philippines",2012,2.71259616833428,1.60390622593086,2.88850786770757
"Poland",2012,4.44019510657831,3.84138911357231,5.35542585488686
"Portugal",2012,1.10421082474957,0.828262209067918,1.49710098971792
"Qatar",2012,0.021824,0.01724,0.026408
"Romania",2012,38.390856961028,38.03062736157,38.9308642012685
"Russian Federation",2012,26.3352827942899,26.069777168691,26.6880209042967
"Saudi Arabia",2012,0.0478963412249706,0.0341405147232038,0.0635857254416961
"Senegal",2012,43.1426223605797,42.8209072301449,43.7673575489855
"Serbia",2012,2.75240083008343,2.27828038251692,3.47576920830023
"Singapore",2012,0.101219548766458,0.0751504843623503,0.130860048681239
"Slovakia",2012,28.9650729023618,28.6341486890629,29.4711958021665
"Slovenia",2012,2.65761881888155,2.29985191814438,3.20662428087951
"South Africa",2012,3.24636112843839,2.78839521976163,4.08070781402572
"Spain",2012,1.38882185685426,1.14130453840649,1.77098228621449
"Srilanka",2012,18.3862538977666,18.3360396745921,18.4479992716847
"South Sudan",2012,1.71704808988764,1.35747146067416,2.42226426966292
"Sudan",2012,347.822022070623,347.714190319881,348.033506046884
"Suriname",2012,39.4046004955223,39.2613498261511,39.6741142683418
"Sweden",2012,2.1766984161827,2.01574796943946,2.44823178882095
"Switzerland",2012,6.80869636642208,6.67707960931706,7.02943696861264
"Syria",2012,6.116380578269,6.10586833127658,6.12823170615543
"Tajikistan",2012,34.8785043397549,34.8777674786733,34.8792412008366
"United Rep. of Tanzania",2012,11.5919226274631,11.4515687074631,11.7859150896853
"Thailand",2012,8.9811464364746,8.94935363724031,9.01050354578678
"Togo",2012,397.32881667027,397.257227481081,397.469220273874
"Trinidad",2012,0.489888576434516,0.325774726237407,0.65490626368813
"Tunisia",2012,3.48200422435081,3.32273025280992,3.64544974785449
"Turkey",2012,7.2092222219607,6.93916949055809,7.5590114800694
"Turkmenistan",2012,0.58536,0.41634,0.75438
"United Arab Emirates",2012,0.0224741828460039,0.0176614658869396,0.027335114619883
"United Kingdom",2012,1.53708106976286,1.17863720880908,2.09481981082789
"Ukraine",2012,23.7700425381108,23.3226531951971,24.4331121922706
"Uruguay",2012,124.910884565283,124.724563061083,125.261323543295
"USA",2012,2.4283948701128,2.09319649628686,2.80807581605352
"Uzbekistan",2012,1.17595747810072,1.00595872343073,1.36099328020646
"Venezuela",2012,51.2308108912011,51.1409990864192,51.3760591456584
"Viet Nam",2012,30.1483620981802,29.9595580203857,30.4140771642136
"Yemen",2012,0.0541413001695873,0.0381876257772753,0.0724921752402487
"Zambia",2012,494.400503748383,494.399978069211,494.401534731565
"Zimbabwe",2012,674.624116105435,674.429685322826,674.979834192391
"Albania",2013,5.7920252,5.7920252,5.7920252
"Algeria",2013,3.20388466334947,3.04212778907998,3.37087069774587
"Angola",2013,13.5143235143014,13.3626951306597,13.8117032124513
"Argentina",2013,26.4188757837908,26.2548455783658,26.6579603649462
"Armenia",2013,19.3400712631751,19.1569567028638,19.5818644227082
"Australia",2013,4.68429733231744,4.52173367476441,4.90867361021775
"Austria",2013,7.51174980134295,7.39101345905174,7.69161773805755
"Azerbaijan",2013,10.9717388346836,10.8113142007879,11.1340730686478
"Bahrain",2013,0.0218367337552091,0.0172482543602408,0.0264261574317024
"Bangladesh",2013,18.9018992684018,18.8763178347125,18.9299686469515
"Belarus",2013,1.37886852726696,1.20673492774939,1.55431520768718
"Belgium",2013,1.46077325394308,1.19066624551073,1.88591271542258
"Benin",2013,1.7248,1.3636,2.4332
"Bolivia",2013,19.6485168773376,19.5269367471292,19.7845118860181
"Bosnia Herzegovina",2013,3.26453434174317,2.8808364046622,3.85076038609593
"Botswana",2013,1.50918787878788,1.05434545454545,2.34732727272727
"Brazil",2013,46.2327825517531,46.1408218873815,46.3858486932425
"Brunei",2013,0.0758849159472967,0.0572980463425716,0.0946791004089051
"Bulgaria",2013,20.9441485585259,20.5216883447492,21.5893101483761
"Cambodia",2013,38.4876761492463,38.283700392216,38.8435299298988
"Cameroon",2013,390.32381584863,390.235340901952,390.474154486858
"Canada",2013,15.0569356512221,14.904308883201,15.2110154162298
"Chile",2013,2.02738784885135,1.7298580256802,2.53812772553649
"China",2013,1.98287250199802,1.50475574542484,2.73858295987831
"Colombia",2013,4.38816000859379,4.30035100220129,4.51806723806144
"Congo",2013,244.83410919369,244.774167819644,244.894050567735
"Dem. Rep. of the Congo",2013,493.505003846221,493.503822596221,493.507320561337
"Costa Rica",2013,43.328326847446,42.1493079690874,43.5754504536991
"Côte d'Ivoire",2013,0.407797124183007,0.274534692810458,0.553404444444445
"Croatia",2013,3.73316616683177,3.58152462114432,3.95273241362938
"Cuba",2013,2.05919371023877,1.69565591870272,2.72818970449164
"Curaçao",2013,1.39020007829978,1.0894908836689,1.9559584787472
"Cyprus",2013,1.80074271328671,1.38469176689977,2.51912451282051
"Czechia",2013,9.13155652449346,8.64304005457526,9.88294944154844
"Denmark",2013,1.04234527083499,0.719093885519961,1.56243147179633
"Dominican Republic",2013,7.73028638768486,7.42904444763159,8.25246270532325
"Ecuador",2013,29.8489903802197,29.6741766606891,30.1593218788655
"Egypt",2013,41.7422473296519,41.5611726209342,41.9845102275989
"El Salvador",2013,13.1361696843909,11.0640864637277,13.726892098294
"Eritrea",2013,1.71557647058824,1.35630802139037,2.42018823529412
"Estonia",2013,1.75998960521582,1.14728674419887,2.67197455436836
"Ethiopia",2013,37.9669066343821,37.9665760165332,37.9675550554348
"Finland",2013,14.3854363876136,14.0709661472161,14.8995762004039
"France",2013,2.75928958788914,2.49224378890479,3.20196619146882
"North Macedonia",2013,2.66360252928126,2.20904271635051,3.3535919451001
"Gabon",2013,221.022732455783,220.90377710119,221.194404040742
"Georgia",2013,54.2658207765344,54.2357772572979,54.295864295771
"Germany",2013,1.7596041398529,1.37996399237251,2.36874918985063
"Ghana",2013,983.502584359102,983.393484864113,983.700594676871
"Gibraltar",2013,1.92552,1.48064,2.69368
"Greece",2013,2.41869325389978,2.07522716347424,2.9593389005963
"Guatemala",2013,28.6508412095849,28.2578293851574,29.0942817935544
"Haiti",2013,9.75103506683412,9.41300234645498,10.3870144601991
"Honduras",2013,35.5161242390945,35.2828344297866,35.9540983983158
"China, Hong Kong SAR",2013,1.47870236748557,0.972694899535216,2.25465075953828
"Hungary",2013,2.79679082726282,2.40722986469598,3.38499005483264
"Iceland",2013,5.75915115848261,3.55865301319668,6.04888624349034
"India",2013,4.47445201202879,4.10187398193539,4.96141682953143
"Indonesia",2013,1.03307356674897,0.647329669933863,1.12546921599441
"Iran",2013,0.259125168410991,0.249114847004466,0.270346847217853
"Iraq",2013,5.98542604271524,5.96948908718479,6.00383494826452
"Ireland",2013,1.23186997139506,0.988061758432099,1.57527639732099
"Israel",2013,0.0754263379354881,0.0587157771579531,0.0936421125025277
"Italy",2013,1.98533815990476,1.62271494321228,2.31852379420621
"Jamaica",2013,3.47514717281039,3.1074831808044,4.16687524675493
"Japan",2013,5.1175432472412,5.09082046939148,5.12446783733328
"Jordan",2013,0.266749883091004,0.249821338573828,0.286283973341829
"Kazakhstan",2013,61.300829908102,60.7788431960363,62.0622019353414
"Kenya",2013,10.6440265210083,8.81352056996407,11.1004493820009
"Korea",2013,0.189044318023797,0.172826920469203,0.211684609132957
"Dem. People's Rep. of Korea",2013,50.3818468514074,50.2382647318351,50.6118395236745
"Kosovo",2013,1.91903933224215,1.27590009086284,2.90190091844904
"Kuwait",2013,0.0505222973336394,0.035843002853301,0.0673297363812273
"Kyrgyzstan",2013,0.116960533866248,0.0763702576546999,0.177397521947042
"Latvia",2013,6.64588999112256,6.53179161779353,6.78395709371557
"Lebanon",2013,4.84405193636644,4.82442005988677,4.86692611444159
"Libya",2013,0.985532350381136,0.742110041410598,1.3733733020336
"Lithuania",2013,3.60879122344813,3.44220318900882,3.82627140404452
"Luxembourg",2013,4.61375562578747,4.50803375662859,4.7365982426099
"Malaysia",2013,3.88831019699309,3.84500862837627,3.9262623109015
"Malta",2013,1.90071321190582,1.46156467347845,2.65897688138605
"Mauritius",2013,17.842392968144,17.4456926911357,18.5928627742382
"Mexico",2013,6.27732371440937,5.90122804457222,6.62595569940227
"Rep. of Moldova",2013,12.3264206471292,12.1678572066504,12.4861548258036
"Mongolia",2013,2.5797799969004,1.98797975825498,3.52013854331474
"Montenegro",2013,4.02211806353359,3.78180528786819,4.38932650459823
"Morocco",2013,17.8462947093336,17.5328924998584,18.4011409525175
"Mozambique",2013,98.6883839964149,98.6846444596576,98.6921235331722
"Myanmar",2013,47.4804656126464,47.4722290240941,47.4880427380648
"Namibia",2013,473.239689871675,473.220142463712,473.276007828099
"Nepal",2013,65.6837099584077,65.6835144224396,65.6839703650043
"Netherlands",2013,0.976433363383843,0.679522002565187,1.4045406655584
"Nicaragua",2013,10.0585311933157,8.58842937818968,10.6563703361729
"Niger",2013,1.57199458239278,1.15289841986456,2.35902212189616
"Nigeria",2013,82.5644619630099,82.4341162235184,82.6950719612801
"Norway",2013,12.7694949503421,12.7628376086152,12.7786998969379
"New Zealand",2013,6.36979216155304,5.2131968075063,6.54825631537786
"Oman",2013,0.0230547027439024,0.0180377743902439,0.0281628948170732
"Pakistan",2013,2.28299695155631,2.24815110333002,2.32608511842476
"Panama",2013,33.4287985150703,33.2539204016522,33.7528376030364
"Paraguay",2013,35.9007539570915,35.9007345711919,35.9007904299886
"Peru",2013,31.7330007972231,31.6353439269064,31.8550462702613
"Philippines",2013,2.50259158726368,1.48943465378774,2.66782875756634
"Poland",2013,4.96203381070543,4.3650705697284,5.87448285919249
"Portugal",2013,1.1948329305128,0.966532392901283,1.51128767941455
"Qatar",2013,0.021824,0.01724,0.026408
"Romania",2013,47.296191372758,47.0003174540663,47.7368856949344
"Russian Federation",2013,28.9232792766627,28.6697695801113,29.2567798381058
"Saudi Arabia",2013,0.0440892342641462,0.0316724948154512,0.0581572917114117
"Senegal",2013,44.3414063096883,44.0209985590564,44.9633837317607
"Serbia",2013,2.7682842655285,2.29319017244226,3.49358467804699
"Singapore",2013,0.0878710232223635,0.0655216517270851,0.111829213483146
"Slovakia",2013,33.2586242099126,32.9401932720658,33.7470553523932
"Slovenia",2013,2.81330686876234,2.48025698675278,3.32441546032913
"South Africa",2013,3.18663425643469,2.73032678317511,4.01779578771678
"Spain",2013,1.61642687119681,1.4033465943361,1.94726570311631
"Srilanka",2013,37.9915245516327,37.9623059947002,38.0251258212825
"South Sudan",2013,1.71749152542373,1.35782203389831,2.42288983050847
"Sudan",2013,400.652185014002,400.583028771295,400.787817024893
"Suriname",2013,37.4427647454167,37.2866212838782,37.7365351941346
"Sweden",2013,2.0541256665531,1.87686174792886,2.35307767208958
"Switzerland",2013,6.73592171669586,6.60223424948239,6.96042685802327
"Syria",2013,7.89310376037233,7.88443971836589,7.9027432168344
"Tajikistan",2013,34.9432416518008,34.9415637131505,34.9457321829138
"United Rep. of Tanzania",2013,10.7992631746599,10.6421534776902,11.0321840500808
"Thailand",2013,5.8145572380457,5.7807726246503,5.84574704712368
"Togo",2013,378.401766941935,378.316321780645,378.569345436559
"Trinidad",2013,0.489761094160968,0.325667801157286,0.654722755391899
"Tunisia",2013,2.08739386510009,1.92787062750218,2.25324390861619
"Turkey",2013,7.36532156464435,7.09002386100419,7.70181963504918
"Turkmenistan",2013,0.58536,0.41634,0.75438
"United Arab Emirates",2013,0.0239459229914707,0.0190473935719531,0.028941070211444
"United Kingdom",2013,1.4858157478096,1.14066609004633,2.02330326149962
"Ukraine",2013,31.4402976661189,30.9960246335071,32.0991115844323
"Uruguay",2013,176.831270168732,176.729863508269,177.022045270212
"USA",2013,2.39832871704082,2.05782461353,2.78538793459546
"Uzbekistan",2013,1.08367721200681,0.910840860687625,1.27091739949422
"Venezuela",2013,51.5192861516178,51.4326600679843,51.6575857925973
"Viet Nam",2013,28.9849496248221,28.7866527394699,29.2653426750634
"Yemen",2013,0.053847266313933,0.0379968818342152,0.0720731221634333
"Zambia",2013,494.413725352,494.413209352,494.414737352
"Zimbabwe",2013,601.482625687049,601.257838397408,601.893675754991
"Albania",2014,5.7920252,5.7920252,5.7920252
"Algeria",2014,2.42755300417795,2.26658190116123,2.59197221902182
"Angola",2014,12.5296786023734,12.3605470833861,12.861386155116
"Argentina",2014,26.6313964678223,26.4704896652736,26.8635708934083
"Armenia",2014,17.7342660702348,17.5445405889445,17.9849645192671
"Australia",2014,4.73923988341773,4.58207713693458,4.95612379373533
"Austria",2014,7.63281117914088,7.52483847937468,7.79447456794572
"Azerbaijan",2014,9.15420348107409,8.99119779440311,9.31973643238434
"Bahrain",2014,0.0218361090522144,0.017247849411074,0.0264252666495432
"Bangladesh",2014,11.8602769620258,11.8337192706335,11.889858710952
"Belarus",2014,1.22685482333957,1.05293416463797,1.40552267305887
"Belgium",2014,1.39636264170657,1.13628804241111,1.80304678965902
"Benin",2014,1.7248,1.3636,2.4332
"Bolivia",2014,16.5229103408025,16.3930203489791,16.6673424912522
"Bosnia Herzegovina",2014,3.10230293623762,2.68736406247525,3.73630988549505
"Botswana",2014,1.47695280898876,1.00627571305099,2.33737441659464
"Brazil",2014,42.7784677933746,42.6723549872505,42.955322986018
"Brunei",2014,0.0759639247669774,0.0573537727474479,0.0947917964935641
"Bulgaria",2014,20.8305290857344,20.401471972962,21.4867297754259
"Cambodia",2014,40.5693739405356,40.3462740045461,40.9332083951404
"Cameroon",2014,373.612690890176,373.521323918988,373.763055022291
"Canada",2014,14.6772600862196,14.5200581232218,14.8360588489802
"Chile",2014,2.12916359364476,1.86495890324294,2.58142774258545
"China",2014,2.00668185625643,1.54366082982159,2.73878770576686
"Colombia",2014,4.37241461309048,4.28120699382861,4.51010072556851
"Congo",2014,236.330025885371,236.267017468537,236.393034302204
"Dem. Rep. of the Congo",2014,493.445051294011,493.443986344859,493.447018570847
"Costa Rica",2014,42.602530975714,41.4117332542694,42.8410086266879
"Côte d'Ivoire",2014,0.441467342505431,0.304651556842868,0.602502486121168
"Croatia",2014,3.96377337022281,3.82471905415376,4.17045172347646
"Cuba",2014,1.92967916665496,1.57503091508004,2.57611638910668
"Curaçao",2014,1.36321556192661,1.0683432912844,1.91799229357798
"Cyprus",2014,1.80777555862069,1.39009971494253,2.52896301609195
"Czechia",2014,7.81292127625366,7.31984495991433,8.57188015109695
"Denmark",2014,0.934282809262079,0.650768342274351,1.39410912835482
"Dominican Republic",2014,5.81354006697792,5.49752650432865,6.36289355914312
"Ecuador",2014,29.6511056798609,29.4766236717974,29.9601408660213
"Egypt",2014,41.5515279096669,41.3668375719971,41.8038078376154
"El Salvador",2014,12.8850439502009,10.7975201738872,13.4830454334083
"Eritrea",2014,1.71584,1.35651636363636,2.42056
"Estonia",2014,1.74958816045155,1.14295627068777,2.6529301064583
"Ethiopia",2014,37.4839869791253,37.4838737384523,37.4842090712979
"Finland",2014,15.5713146627261,15.268526269035,16.0685885182787
"France",2014,2.66556096624846,2.40123564021164,3.10557935766038
"North Macedonia",2014,2.546878260722,2.0688230969706,3.27536872406401
"Gabon",2014,197.200414133333,197.078063382583,197.368119839039
"Georgia",2014,53.0537807151287,53.0205992745733,53.0869621556841
"Germany",2014,1.69828633573412,1.3248919864322,2.29817196005416
"Ghana",2014,994.671548681169,994.580841900332,994.821528284656
"Gibraltar",2014,1.92552,1.48064,2.69368
"Greece",2014,2.25277766419325,1.88363462500475,2.84147704367575
"Guatemala",2014,28.2421826485566,27.8302664242508,28.6928926179039
"Haiti",2014,6.98454801539206,6.62836240067764,7.65468051297193
"Honduras",2014,30.3785695213694,30.1259473732389,30.8528765182734
"China, Hong Kong SAR",2014,1.49747959655717,0.984688444862061,2.28576067901977
"Hungary",2014,3.41192456568037,3.01523255466109,4.01563452894943
"Iceland",2014,5.75340442615687,3.55632145755344,6.04261175827628
"India",2014,4.11314253435094,3.73254505400156,4.61071080712786
"Indonesia",2014,0.997208884538179,0.607371152021371,1.09030078949965
"Iran",2014,0.233730577736236,0.225507691785666,0.242781661451628
"Iraq",2014,3.20656820325714,3.18995565456159,3.22575823170715
"Ireland",2014,1.23858900567792,0.999789361410664,1.57641731249741
"Israel",2014,0.056642296046569,0.0411026351188068,0.0735030383220693
"Italy",2014,2.13612797464491,1.7661410367154,2.46750347050485
"Jamaica",2014,3.71273638335596,3.34668245028128,4.40143527035888
"Japan",2014,5.37641819063899,5.34957060977274,5.38311939771066
"Jordan",2014,0.275073423143798,0.255154761453348,0.298227899543359
"Kazakhstan",2014,64.1760498896124,63.6690751252694,64.9132964124358
"Kenya",2014,12.0270976741769,8.6359094236927,12.6050689674844
"Korea",2014,0.177177898319545,0.160584331921392,0.200158294737264
"Dem. People's Rep. of Korea",2014,48.3089595620638,48.1457023933776,48.570194523759
"Kosovo",2014,1.93928432011773,1.30007033005151,2.91617132342899
"Kuwait",2014,0.0530574428001228,0.0374863518575376,0.0709446739944734
"Kyrgyzstan",2014,0.149161992863025,0.0968264493549273,0.226463185561351
"Latvia",2014,5.68471239259778,5.5419334083596,5.8656864731582
"Lebanon",2014,0.776390986535205,0.755450561401515,0.80078982655303
"Libya",2014,1.04479190055922,0.791930105218521,1.45832951154223
